run	time	UA	SProd_ha	S_CC_ha_an	S_PC_ha_an	vol
1	55	111	321200	3280	1760	546200
1	55	11161	496800	6080	1600	877920
1	55	11262	330400	3680	1360	552240
1	55	11263	315200	4000	1120	601280
1	55	1171	306800	2240	2320	429800
1	55	121	467200	3520	3360	680080
1	55	122	486800	3680	3200	697680
1	55	1272	620400	6480	2800	1000360
1	55	141	202800	1200	1840	292600
1	55	151	463200	2320	4640	632400
1	55	161	337600	2160	2880	499360
1	55	171	354400	3120	1840	556360
1	55	21	156000	1360	880	241560
1	55	22	175200	1840	720	288120
1	55	2371	1177200	11840	2800	1652240
1	55	2471	1479600	10800	1200	1342360
1	55	2571	2405600	23520	4080	2894360
1	55	2651	162800	800	160	115720
1	55	2661	388000	3280	320	405240
1	55	2662	212000	1920	160	210720
1	55	2663	142000	1040	80	118800
1	55	2664	374000	4160	320	483400
1	55	2665	296000	0	240	15040
1	55	2666	189600	1440	80	169000
1	55	2751	970000	6560	1280	826320
1	55	3153	114400	1280	160	182480
1	55	3171	224800	2160	1120	358640
1	55	3351	300800	2160	880	342840
1	55	3451	13600	80	160	21920
1	55	3551	111600	960	560	160240
1	55	41	225200	1440	1920	332160
1	55	4151	444800	3840	3520	747040
1	55	4251	841600	7600	3200	1174840
1	55	4351	918000	8240	1680	1131520
1	55	4352	592000	3280	2560	610520
1	55	51	724400	4720	5600	1006720
1	55	5151	36800	240	320	51760
1	55	6151	54800	240	640	77840
1	55	6271	430400	3920	2720	705240
1	55	6452	130000	560	1600	189040
1	55	6471	956400	5760	6880	1237080
1	55	71	511600	3280	5040	791880
1	55	7151	232400	960	2480	305240
1	55	7152	474400	2320	3600	546280
1	55	7251	116400	400	1600	166800
1	55	7351	360400	1520	3520	451520
1	55	7352	318800	2000	1120	340800
1	55	7451	751200	6000	4160	1073240
1	55	81	106000	560	560	115400
1	55	8151	301600	2080	3040	489120
1	55	8152	562400	4720	3040	850640
1	55	82	459200	4320	880	600280
1	55	8251	460000	3520	1360	542600
1	55	8351	877200	8560	2880	1271400
1	55	8451	615200	2960	1120	428480
1	55	8462	210800	0	320	22080
1	55	8551	634000	1360	480	196680
1	55	8562	40400	240	80	28560
1	55	8651	333200	3680	560	481720
1	55	8652	269200	2800	240	353760
1	55	8663	184000	1600	160	184360
1	55	8664	176400	1760	160	217520
1	55	8665	234000	2160	160	259320
1	55	8666	330400	3360	480	412560
1	55	8751	378000	0	320	16920
1	55	8762	329600	2000	400	233800
1	55	8763	306400	1760	240	232720
1	55	8764	381600	4160	480	507880
1	55	91	241200	2720	560	390560
1	55	9351	1529200	14720	1440	1859840
1	55	9352	742800	4560	720	545600
1	55	9471	1474400	18240	1440	2229040
1	55	9551	156800	1920	160	256080
1	55	9751	1051200	12400	2240	1588280
1	60	11	764400	5120	5760	1072320
1	60	111	321200	3280	2080	576000
1	60	11161	496800	5920	2320	900160
1	60	11262	330400	3680	1680	554080
1	60	11263	315200	4000	1280	590160
1	60	1171	306800	2240	2400	455080
1	60	121	467200	3520	3360	674160
1	60	122	486800	3680	3680	743960
1	60	1272	620400	6400	2720	1005400
1	60	141	202800	1200	2000	301680
1	60	151	463200	2160	5280	661120
1	60	161	337600	2000	3360	484720
1	60	171	354400	3120	2000	556200
1	60	21	156000	1360	1040	251720
1	60	22	175200	1680	800	279520
1	60	2371	1177200	11600	2800	1593480
1	60	2471	1479600	11120	1440	1429560
1	60	2571	2405600	18160	3360	2224120
1	60	2651	162800	880	160	125040
1	60	2661	388000	4000	480	462480
1	60	2662	212000	2400	160	284240
1	60	2663	142000	1280	160	159920
1	60	2664	374000	4080	480	471000
1	60	2665	296000	0	320	19360
1	60	2666	189600	2160	160	251680
1	60	2751	970000	6880	1440	885560
1	60	3153	114400	1280	240	190760
1	60	3171	224800	2160	1120	364160
1	60	3351	300800	2400	880	370480
1	60	3451	13600	80	160	22000
1	60	3551	111600	960	720	170720
1	60	41	225200	1360	2160	314680
1	60	4151	444800	3840	3840	756320
1	60	4251	841600	7600	4000	1191600
1	60	4351	918000	8160	1760	1119880
1	60	4352	592000	3680	2800	675080
1	60	51	724400	4560	6640	1051520
1	60	5151	36800	320	400	72040
1	60	6151	54800	320	640	88960
1	60	6271	430400	3520	3520	673120
1	60	6452	130000	560	1760	187920
1	60	6471	956400	5600	7360	1254400
1	60	71	511600	3120	5280	792240
1	60	7151	232400	960	2480	303000
1	60	7152	474400	2160	3520	541600
1	60	7251	116400	400	1600	165680
1	60	7351	360400	1360	3520	428800
1	60	7352	318800	2000	1520	345800
1	60	7451	751200	5840	4960	1133000
1	60	81	106000	640	720	125320
1	60	8151	301600	2000	2960	444200
1	60	8152	562400	4640	4240	886840
1	60	82	459200	5040	720	701200
1	60	8251	460000	3360	1440	515280
1	60	8351	877200	8800	3440	1298320
1	60	8451	615200	5360	1280	735280
1	60	8462	210800	480	400	80960
1	60	8551	634000	2240	720	332200
1	60	8562	40400	400	80	48640
1	60	8651	333200	3280	400	454960
1	60	8652	269200	2800	240	365080
1	60	8663	184000	1520	160	170000
1	60	8664	176400	1840	160	216400
1	60	8665	234000	2080	240	237200
1	60	8666	330400	2880	400	356120
1	60	8751	378000	0	320	22080
1	60	8762	329600	3360	400	410600
1	60	8763	306400	3200	400	424160
1	60	8764	381600	4160	640	523400
1	60	91	241200	2720	480	374760
1	60	9351	1529200	14720	1760	1775520
1	60	9352	742800	4240	800	529120
1	60	9471	1474400	18000	1280	2196240
1	60	9551	156800	1920	80	234840
1	60	9751	1051200	12320	2880	1571160
1	65	11	764400	5760	6080	1137640
1	65	111	321200	3200	2320	574440
1	65	11161	496800	5840	2400	870760
1	65	11262	330400	3280	1600	510880
1	65	11263	315200	4000	1360	609840
1	65	1171	306800	2000	2560	425480
1	65	121	467200	3520	3920	716560
1	65	122	486800	3600	3920	714560
1	65	1272	620400	6160	2800	976120
1	65	141	202800	1200	2000	292120
1	65	151	463200	2160	5440	638720
1	65	161	337600	2000	3280	491640
1	65	171	354400	3120	2160	566760
1	65	21	156000	1280	1200	240600
1	65	22	175200	1600	640	252000
1	65	2371	1177200	12000	3040	1668280
1	65	2471	1479600	11600	1520	1510120
1	65	2571	2405600	24480	3600	2902720
1	65	2651	162800	0	160	9560
1	65	2661	388000	3920	400	464360
1	65	2662	212000	2480	240	273440
1	65	2663	142000	1200	0	157280
1	65	2664	374000	4160	480	509880
1	65	2665	296000	1440	480	200720
1	65	2666	189600	0	80	4000
1	65	2751	970000	6560	1200	805440
1	65	3153	114400	1280	240	192240
1	65	3171	224800	2160	1280	362000
1	65	3351	300800	2480	800	382200
1	65	3451	13600	80	160	22240
1	65	3551	111600	960	800	174840
1	65	41	225200	1360	2240	341760
1	65	4151	444800	3760	3920	724360
1	65	4251	841600	7360	4560	1233600
1	65	4351	918000	7440	1840	1047520
1	65	4352	592000	4000	2880	733040
1	65	51	724400	4480	7040	1099440
1	65	5151	36800	240	400	60920
1	65	6151	54800	240	560	72280
1	65	6271	430400	3440	3440	679640
1	65	6452	130000	640	1680	194280
1	65	6471	956400	4640	7360	1112880
1	65	71	511600	3200	5600	824240
1	65	7151	232400	960	2640	313240
1	65	7152	474400	2320	3760	581080
1	65	7251	116400	480	1520	172360
1	65	7351	360400	1360	4000	453520
1	65	7352	318800	2000	1760	389200
1	65	7451	751200	5760	5680	1134520
1	65	81	106000	400	640	98560
1	65	8151	301600	1920	3040	466320
1	65	8152	562400	4240	4240	867240
1	65	82	459200	4640	720	639960
1	65	8251	460000	2160	1280	363120
1	65	8351	877200	8880	3600	1339000
1	65	8451	615200	1120	1040	211080
1	65	8462	210800	1360	320	192160
1	65	8551	634000	4960	800	654360
1	65	8562	40400	240	0	24480
1	65	8651	333200	3040	320	401840
1	65	8652	269200	2800	320	355720
1	65	8663	184000	1600	160	180960
1	65	8664	176400	800	160	99400
1	65	8665	234000	2000	320	254200
1	65	8666	330400	3600	400	420520
1	65	8751	378000	560	480	103560
1	65	8762	329600	0	160	7680
1	65	8763	306400	2400	560	324200
1	65	8764	381600	4160	400	505720
1	65	91	241200	2640	400	344320
1	65	9351	1529200	15840	1760	1927200
1	65	9352	742800	3600	560	449520
1	65	9471	1474400	17920	1360	2181360
1	65	9551	156800	1920	80	236760
1	65	9751	1051200	12560	2720	1629520
1	70	11	764400	5600	6480	1052400
1	70	111	321200	3200	2480	508680
1	70	11161	496800	5920	2560	643560
1	70	11262	330400	3360	1760	400560
1	70	11263	315200	3840	1520	335320
1	70	1171	306800	2240	2560	395840
1	70	121	467200	3360	3840	601480
1	70	122	486800	3520	4000	644760
1	70	1272	620400	6240	3440	632520
1	70	141	202800	1200	2240	293080
1	70	151	463200	2160	5440	623400
1	70	161	337600	2000	3280	478760
1	70	171	354400	3200	2080	522000
1	70	21	156000	1360	1040	209080
1	70	22	175200	1680	640	256240
1	70	2371	1177200	11600	2720	893760
1	70	2471	1479600	13840	1840	970680
1	70	2571	2405600	25280	3840	2246480
1	70	2651	162800	0	80	5560
1	70	2661	388000	4080	400	NA
1	70	2662	212000	2480	240	229480
1	70	2663	142000	1280	0	148560
1	70	2664	374000	3840	320	423400
1	70	2665	296000	2640	240	253120
1	70	2666	189600	160	240	31160
1	70	2751	970000	11680	960	845080
1	70	3153	114400	1200	240	51840
1	70	3171	224800	2160	1520	275680
1	70	3351	300800	2960	1120	269880
1	70	3451	13600	80	0	0
1	70	3551	111600	1040	800	151560
1	70	41	225200	1360	2160	283000
1	70	4151	444800	3760	4240	678440
1	70	4251	841600	7280	4560	961920
1	70	4351	918000	5600	1840	670600
1	70	4352	592000	3680	3360	624160
1	70	51	724400	4640	7200	934960
1	70	5151	36800	240	320	32800
1	70	6151	54800	320	560	77840
1	70	6271	430400	3520	3920	661400
1	70	6452	130000	640	1680	204040
1	70	6471	956400	3520	8080	897240
1	70	71	511600	3200	5680	767160
1	70	7151	232400	960	2640	304760
1	70	7152	474400	1360	3680	428160
1	70	7251	116400	480	1520	171480
1	70	7351	360400	1440	4160	435560
1	70	7352	318800	2000	2080	404320
1	70	7451	751200	5600	5600	1021200
1	70	81	106000	880	720	157960
1	70	8151	301600	1840	3040	418880
1	70	8152	562400	4240	4480	791960
1	70	82	459200	4480	880	545800
1	70	8251	460000	3120	1520	439520
1	70	8351	877200	8160	4000	1149600
1	70	8451	615200	3680	1200	415880
1	70	8462	210800	1040	400	118440
1	70	8551	634000	800	400	122040
1	70	8562	40400	400	80	48800
1	70	8651	333200	2960	480	341480
1	70	8652	269200	2480	320	272920
1	70	8663	184000	1680	160	186320
1	70	8664	176400	640	160	66560
1	70	8665	234000	2000	160	199600
1	70	8666	330400	3520	400	387160
1	70	8751	378000	1760	480	229440
1	70	8762	329600	1200	320	122120
1	70	8763	306400	3280	480	391760
1	70	8764	381600	2640	480	303200
1	70	91	241200	2640	480	202320
1	70	9351	1529200	14480	1760	1189320
1	70	9352	742800	5520	640	527640
1	70	9471	1474400	18080	1280	1454760
1	70	9551	156800	1920	80	122000
1	70	9751	1051200	12160	2560	1107720
1	75	11	764400	5520	6320	1149000
1	75	111	321200	3120	2560	587920
1	75	11161	496800	5600	2640	879480
1	75	11262	330400	2000	2080	372960
1	75	11263	315200	3680	1760	596160
1	75	1171	306800	2240	2640	457000
1	75	121	467200	3360	4160	735680
1	75	122	486800	3520	3920	707960
1	75	1272	620400	6240	3360	1050720
1	75	141	202800	1200	2080	300240
1	75	151	463200	2080	5360	645160
1	75	161	337600	2000	3360	506880
1	75	171	354400	3040	2000	558680
1	75	21	156000	1360	1200	261480
1	75	22	175200	1680	880	277600
1	75	2371	1177200	11680	3360	1663760
1	75	2471	1479600	0	1440	86760
1	75	2571	2405600	26480	4000	3351640
1	75	2651	162800	80	160	20680
1	75	2661	388000	4160	400	515320
1	75	2662	212000	2240	160	275560
1	75	2663	142000	1200	0	157920
1	75	2664	374000	3920	400	474160
1	75	2665	296000	2880	320	367160
1	75	2666	189600	320	240	52440
1	75	2751	970000	11600	1200	1372200
1	75	3153	114400	1200	400	170280
1	75	3171	224800	2080	1600	375400
1	75	3351	300800	2960	1120	456720
1	75	3451	13600	80	160	21920
1	75	3551	111600	960	800	184800
1	75	41	225200	1280	2240	330320
1	75	4151	444800	3760	4560	804520
1	75	4251	841600	6560	4560	1104720
1	75	4351	918000	2960	1920	485840
1	75	4352	592000	3760	3600	729960
1	75	51	724400	4560	6800	1084200
1	75	5151	36800	240	400	60840
1	75	6151	54800	320	560	83400
1	75	6271	430400	3600	4000	732640
1	75	6452	130000	640	1680	191160
1	75	6471	956400	5840	8160	1312680
1	75	71	511600	3120	5600	816080
1	75	7151	232400	1040	2560	320800
1	75	7152	474400	1840	4080	523400
1	75	7251	116400	480	1520	171000
1	75	7351	360400	1440	4080	481000
1	75	7352	318800	2240	2080	444000
1	75	7451	751200	2640	5520	723720
1	75	81	106000	720	720	149240
1	75	8151	301600	1840	3040	464240
1	75	8152	562400	4320	4720	908360
1	75	82	459200	4640	800	655920
1	75	8251	460000	3680	1440	570120
1	75	8351	877200	8320	4240	1326920
1	75	8451	615200	1760	1200	290840
1	75	8462	210800	720	320	113600
1	75	8551	634000	2320	800	322640
1	75	8562	40400	240	80	31000
1	75	8651	333200	2880	560	402280
1	75	8652	269200	2400	240	319040
1	75	8663	184000	1760	80	198640
1	75	8664	176400	800	240	103880
1	75	8665	234000	880	240	113400
1	75	8666	330400	2480	400	295160
1	75	8751	378000	880	400	134480
1	75	8762	329600	640	240	87520
1	75	8763	306400	800	240	118280
1	75	8764	381600	2240	320	286840
1	75	91	241200	2080	560	303400
1	75	9351	1529200	9840	1760	1286920
1	75	9352	742800	5840	800	692240
1	75	9471	1474400	18240	1360	2248720
1	75	9551	156800	2000	160	249680
1	75	9751	1051200	12000	2880	1605600
1	80	11	764400	5920	6160	1188960
1	80	111	321200	3040	2480	579400
1	80	11161	496800	5600	2720	897080
1	80	11262	330400	2960	1840	522360
1	80	11263	315200	3040	2000	535800
1	80	1171	306800	2160	2560	444600
1	80	121	467200	3200	4240	710480
1	80	122	486800	3520	4000	734640
1	80	1272	620400	6160	3360	1023240
1	80	141	202800	1200	2080	310160
1	80	151	463200	2240	5120	663360
1	80	161	337600	1840	3200	472960
1	80	171	354400	2960	2080	552560
1	80	21	156000	1440	1120	251440
1	80	22	175200	1680	800	248000
1	80	2371	1177200	11440	3760	1676920
1	80	2471	1479600	13120	1600	1640760
1	80	2571	2405600	28240	3840	3599360
1	80	2651	162800	400	240	70680
1	80	2661	388000	2160	320	288880
1	80	2662	212000	1440	80	171520
1	80	2663	142000	1200	80	146920
1	80	2664	374000	3280	240	420440
1	80	2665	296000	2400	240	315640
1	80	2666	189600	1440	240	166720
1	80	2751	970000	11760	1200	1417800
1	80	3153	114400	1040	400	163160
1	80	3171	224800	2000	1760	382560
1	80	3351	300800	2560	1120	391400
1	80	3451	13600	80	160	22240
1	80	3551	111600	960	1040	186840
1	80	41	225200	1280	2240	332080
1	80	4151	444800	3760	4400	764480
1	80	4251	841600	6000	4720	1076960
1	80	4351	918000	4000	2480	651920
1	80	4352	592000	4000	4000	790720
1	80	51	724400	4560	6960	1081680
1	80	5151	36800	320	400	71720
1	80	6151	54800	320	640	88960
1	80	6271	430400	3600	3920	746920
1	80	6452	130000	560	1600	188480
1	80	6471	956400	5760	8560	1325600
1	80	71	511600	3040	5520	786120
1	80	7151	232400	1040	2720	330480
1	80	7152	474400	1440	4000	470480
1	80	7251	116400	480	1440	166240
1	80	7351	360400	1440	4160	488080
1	80	7352	318800	2240	1760	410480
1	80	7451	751200	4640	5360	993840
1	80	81	106000	800	720	149880
1	80	8151	301600	1920	3120	479400
1	80	8152	562400	4400	4480	891040
1	80	82	459200	4480	720	585960
1	80	8251	460000	4160	1600	653480
1	80	8351	877200	8320	4560	1356720
1	80	8451	615200	3360	1280	502880
1	80	8462	210800	800	320	122560
1	80	8551	634000	3360	960	482560
1	80	8562	40400	400	0	42400
1	80	8651	333200	2160	480	297080
1	80	8652	269200	0	400	24880
1	80	8663	184000	1680	160	200960
1	80	8664	176400	1680	240	211280
1	80	8665	234000	2080	240	235960
1	80	8666	330400	2400	320	291800
1	80	8751	378000	3360	320	435680
1	80	8762	329600	960	240	134040
1	80	8763	306400	2240	240	293520
1	80	8764	381600	1920	320	248080
1	80	91	241200	2400	400	318360
1	80	9351	1529200	13840	1520	1731240
1	80	9352	742800	6160	640	731320
1	80	9471	1474400	17840	1280	2178040
1	80	9551	156800	2000	160	253600
1	80	9751	1051200	12080	3040	1676280
1	85	11	764400	5680	5920	1159520
1	85	111	321200	3120	2560	599680
1	85	11161	496800	5520	3280	936600
1	85	11262	330400	2800	2080	505360
1	85	11263	315200	2480	2000	469960
1	85	1171	306800	2160	2640	463240
1	85	121	467200	3120	4240	707000
1	85	122	486800	3440	3920	730440
1	85	1272	620400	6320	3520	1075960
1	85	141	202800	1120	2080	297680
1	85	151	463200	2160	5520	662800
1	85	161	337600	1920	3280	492760
1	85	171	354400	2880	2000	536840
1	85	21	156000	1520	1280	296800
1	85	22	175200	1760	720	280600
1	85	2371	1177200	10640	4000	1620800
1	85	2471	1479600	13760	1680	1754840
1	85	2571	2405600	30240	4720	3824960
1	85	2651	162800	0	160	11120
1	85	2661	388000	2080	240	267560
1	85	2662	212000	1440	160	190520
1	85	2663	142000	1280	0	159040
1	85	2664	374000	3200	320	402840
1	85	2665	296000	2080	240	252880
1	85	2666	189600	1440	160	184720
1	85	2751	970000	12000	1200	1470240
1	85	3153	114400	1120	480	172640
1	85	3171	224800	2080	1600	389600
1	85	3351	300800	720	1280	180960
1	85	3451	13600	80	80	16680
1	85	3551	111600	880	880	179400
1	85	41	225200	1200	2400	332160
1	85	4151	444800	3600	4320	775280
1	85	4251	841600	7680	4800	1289440
1	85	4351	918400	6160	2240	931160
1	85	4352	592000	4240	3920	835240
1	85	51	724400	4400	7280	1097960
1	85	5151	36800	240	320	55600
1	85	6151	54800	320	560	72280
1	85	6271	430400	3520	3760	700280
1	85	6452	130000	640	1680	205160
1	85	6471	956400	5840	8000	1306360
1	85	71	511600	3120	5440	795520
1	85	7151	232400	880	2560	299120
1	85	7152	474400	2160	4080	567800
1	85	7251	116400	560	1440	177440
1	85	7351	360400	1520	4000	475120
1	85	7352	318800	2240	2000	411120
1	85	7451	751200	4800	5520	1003280
1	85	81	106000	720	720	148040
1	85	8151	301600	1840	2960	458360
1	85	8152	562400	4400	4960	931400
1	85	82	459200	4480	720	613240
1	85	8251	460000	4160	1680	638040
1	85	8351	877200	8240	4960	1379240
1	85	8451	615200	3360	1200	483680
1	85	8462	210800	0	320	22000
1	85	8551	634000	4080	800	539760
1	85	8562	40400	480	80	56760
1	85	8651	333200	2000	480	279640
1	85	8652	269200	2000	160	245200
1	85	8663	184000	1360	240	174280
1	85	8664	176400	1120	320	148160
1	85	8665	234000	2320	240	307480
1	85	8666	330400	2400	320	307760
1	85	8751	378000	3200	480	417760
1	85	8762	329600	960	400	135040
1	85	8763	306400	2320	240	303440
1	85	8764	381600	0	240	14040
1	85	91	241200	2640	640	394040
1	85	9351	1529200	12640	1680	1620480
1	85	9352	742800	6720	720	767320
1	85	9471	1474400	17680	1280	2112440
1	85	9551	156800	2000	80	251520
1	85	9751	1051200	12080	3200	1663120
1	90	11	764400	5360	5680	1109800
1	90	111	321200	3040	2880	609480
1	90	11161	496800	5360	3200	927520
1	90	11262	330400	2560	2240	494080
1	90	11263	315200	2880	2080	517360
1	90	1171	306800	2080	2720	451920
1	90	121	467200	3120	4160	714160
1	90	122	486800	3360	4000	710960
1	90	1272	620400	6000	3760	1009400
1	90	141	202800	1120	2000	279400
1	90	151	463200	2240	5360	681080
1	90	161	337600	1920	3040	464640
1	90	171	354400	3040	2000	535160
1	90	21	156000	1200	1280	237600
1	90	22	175200	1680	960	279680
1	90	2371	1177200	11840	4480	1774080
1	90	2471	1479600	14560	1600	1879120
1	90	2571	2405600	28720	4720	3674240
1	90	2651	162800	0	160	7920
1	90	2661	388000	1840	320	232920
1	90	2662	212000	1760	160	215800
1	90	2663	142000	1200	160	162280
1	90	2664	374000	3280	400	432000
1	90	2665	296000	2080	240	268840
1	90	2666	189600	1360	160	170200
1	90	2751	970000	10320	1040	1261040
1	90	3153	114400	560	400	102920
1	90	3171	224800	2080	1600	357720
1	90	3351	300800	2080	1600	383440
1	90	3451	13600	80	80	16520
1	90	3551	111600	880	880	169960
1	90	41	225200	1280	2320	335880
1	90	4151	444800	3680	3920	772520
1	90	4251	841600	6560	4400	1175400
1	90	4351	918400	6320	2480	952760
1	90	4352	592000	3520	3840	735640
1	90	51	724400	4320	7120	1078520
1	90	5151	36800	240	320	55280
1	90	6151	54800	320	560	82920
1	90	6271	430400	3520	3840	720080
1	90	6452	130000	640	1600	199520
1	90	6471	956400	5840	8320	1320200
1	90	71	511600	3040	5440	760640
1	90	7151	232400	1040	2720	320560
1	90	7152	474400	1600	3920	467080
1	90	7251	116400	480	1440	165360
1	90	7351	360400	1520	4000	486880
1	90	7352	318800	2560	2080	472160
1	90	7451	751200	5040	5600	985000
1	90	81	106000	0	640	42360
1	90	8151	301600	1840	2960	457720
1	90	8152	562400	4320	4800	900400
1	90	82	459200	4400	720	618720
1	90	8251	460000	3600	1760	612320
1	90	8351	877200	7920	4800	1325160
1	90	8451	615200	4320	1280	631120
1	90	8462	210800	0	400	25920
1	90	8551	634000	2720	560	369240
1	90	8562	40400	480	0	58320
1	90	8651	333200	2320	480	301000
1	90	8652	269200	2000	400	272560
1	90	8663	184000	640	240	94840
1	90	8664	176400	800	240	114360
1	90	8665	234000	1840	240	236320
1	90	8666	330400	2240	240	277000
1	90	8751	378000	3200	320	393480
1	90	8762	329600	480	160	69080
1	90	8763	306400	2000	240	248320
1	90	8764	381600	1440	240	205840
1	90	91	241200	2240	560	307800
1	90	9351	1529200	14400	1760	1913600
1	90	9352	742800	5520	800	679480
1	90	9471	1474400	16400	1520	2101560
1	90	9551	156800	2000	160	261000
1	90	9751	1051200	11760	3280	1720200
