run	time	UA	uneven.age	sup.mat	s.rec.pc	harv.pc.EPN	harv.pc.BOJ	harv.pc.PET	harv.pc.SAB	harv.pc.ERS	harv.pc.other
1	65	8652	132	52	16	4	0	8	0	0	4
1	65	8663	116	20	8	8	0	0	0	0	0
1	65	8664	92	16	8	4	0	0	0	0	4
1	65	8665	136	40	16	12	0	0	4	0	0
1	65	8666	164	88	20	16	0	4	0	0	0
1	65	8751	212	48	24	12	0	4	4	0	4
1	65	8762	164	20	8	8	0	0	0	0	0
1	65	8763	180	80	28	8	0	12	0	0	8
1	65	8764	160	56	20	8	0	4	8	0	0
1	65	91	192	48	20	4	4	0	0	8	4
1	65	9351	844	200	88	32	0	0	28	0	28
1	65	9352	364	88	28	20	0	0	4	0	4
1	65	9471	768	212	68	36	0	0	24	0	8
1	65	9551	76	20	4	0	0	4	0	0	0
1	65	9751	1028	344	136	28	40	4	32	16	16
1	70	11	2368	460	324	0	36	4	4	232	48
1	70	111	980	152	124	0	24	0	8	84	8
1	70	11161	1068	216	128	8	32	8	4	76	0
1	70	11262	704	168	88	0	12	8	0	64	4
1	70	11263	560	132	76	0	20	12	8	36	0
1	70	1171	1040	216	128	8	12	4	0	92	12
1	70	121	1500	320	192	0	12	0	20	144	16
1	70	122	1528	276	200	4	16	20	0	132	28
1	70	1272	1308	348	172	8	28	16	24	96	0
1	70	141	940	168	112	4	0	8	0	92	8
1	70	151	2384	420	272	0	16	4	4	220	28
1	70	161	1432	284	164	0	0	0	0	140	24
1	70	171	844	184	104	0	8	0	0	76	20
1	70	21	416	96	52	4	8	0	0	40	0
1	70	22	248	80	32	0	4	8	0	4	16
1	70	2371	1216	332	136	12	32	12	36	44	0
1	70	2471	956	240	92	44	0	8	16	4	20
1	70	2571	1532	512	192	76	16	24	36	20	20
1	70	2651	56	8	4	0	0	0	0	0	4
1	70	2661	184	76	20	16	0	0	0	0	4
1	70	2662	128	32	12	0	0	0	8	0	4
1	70	2663	60	4	4	0	0	0	0	0	0
1	70	2664	196	76	16	12	0	4	0	0	0
1	70	2665	156	60	12	4	0	4	0	0	4
1	70	2666	116	40	12	12	0	0	0	0	0
1	70	2751	396	136	48	36	0	4	8	0	0
1	70	3153	144	28	12	0	4	0	4	4	0
1	70	3171	724	96	76	4	16	4	8	44	0
1	70	3351	540	124	56	0	8	0	4	44	0
1	70	3451	48	4	4	0	0	0	0	0	0
1	70	3551	324	72	40	8	0	4	4	24	0
1	70	41	948	200	108	0	0	4	0	100	4
1	70	4151	1800	312	212	0	36	12	0	152	12
1	70	4251	1740	384	228	4	56	12	12	112	32
1	70	4351	896	236	92	28	24	4	4	16	16
1	70	4352	1456	224	168	24	48	0	4	56	36
1	70	51	2988	544	360	0	0	16	8	284	52
1	70	5151	164	32	16	0	0	0	0	16	0
1	70	6151	332	36	28	0	4	0	4	20	0
1	70	6271	1744	220	196	0	20	4	8	160	4
1	70	6452	828	116	84	0	12	0	0	68	4
1	70	6471	3656	532	404	12	100	24	0	220	48
1	70	71	2436	368	284	0	0	8	8	236	32
1	70	7151	1240	180	132	0	4	0	0	108	20
1	70	7152	1764	236	184	0	28	8	0	116	32
1	70	7251	768	124	76	0	8	0	0	68	0
1	70	7351	1896	244	208	0	24	12	4	152	16
1	70	7352	920	144	104	0	16	12	0	64	12
1	70	7451	2212	364	280	0	108	16	0	116	40
1	70	81	224	76	36	0	8	0	0	28	0
1	70	8151	1500	208	152	0	24	8	0	120	0
1	70	8152	1828	372	224	0	56	12	4	104	48
1	70	82	340	140	44	8	0	20	4	4	8
1	70	8251	612	220	76	0	20	8	4	32	12
1	70	8351	1660	428	200	12	52	20	4	100	12
1	70	8451	456	152	60	20	24	8	4	0	4
1	70	8462	172	40	20	0	4	0	8	4	4
1	70	8551	268	64	20	8	0	8	0	0	4
1	70	8562	24	8	4	4	0	0	0	0	0
1	70	8651	204	96	24	8	8	0	4	0	4
1	70	8652	140	40	16	4	0	4	0	0	8
1	70	8663	88	28	8	8	0	0	0	0	0
1	70	8664	84	16	8	0	0	4	0	0	4
1	70	8665	92	20	8	4	0	0	4	0	0
1	70	8666	156	88	20	8	0	4	0	0	8
1	70	8751	188	72	24	12	0	0	0	0	12
1	70	8762	144	32	16	12	0	0	0	0	4
1	70	8763	180	92	24	8	0	4	0	0	12
1	70	8764	192	76	24	4	0	8	4	0	8
1	70	91	176	56	24	0	0	8	0	16	0
1	70	9351	848	204	88	48	0	4	16	0	20
1	70	9352	420	76	32	28	0	0	0	0	4
1	70	9471	696	156	64	44	0	8	8	0	4
1	70	9551	72	12	4	4	0	0	0	0	0
1	70	9751	1028	336	128	24	36	12	16	32	8
1	75	11	2340	464	316	8	28	20	12	212	36
1	75	111	1024	184	128	0	20	0	0	92	16
1	75	11161	1128	284	132	0	36	12	8	68	8
1	75	11262	812	200	104	0	20	0	16	64	4
1	75	11263	664	188	88	0	24	8	0	52	4
1	75	1171	1072	224	132	0	12	8	12	100	0
1	75	121	1612	400	208	0	4	8	8	152	36
1	75	122	1524	368	196	0	8	16	20	144	8
1	75	1272	1296	332	168	0	28	8	12	96	24
1	75	141	900	196	104	0	0	4	0	96	4
1	75	151	2412	416	268	0	24	8	0	224	12
1	75	161	1480	316	168	0	0	0	0	144	24
1	75	171	852	216	100	0	0	8	0	72	20
1	75	21	448	116	60	0	20	8	0	28	4
1	75	22	280	108	44	4	0	8	0	12	20
1	75	2371	1376	424	168	8	32	8	28	76	16
1	75	2471	816	200	72	28	4	20	16	0	4
1	75	2571	1604	484	200	36	48	48	0	32	36
1	75	2651	96	20	8	4	0	4	0	0	0
1	75	2661	168	56	20	8	0	4	0	0	8
1	75	2662	112	24	8	4	0	4	0	0	0
1	75	2663	64	8	0	0	0	0	0	0	0
1	75	2664	180	56	20	4	0	4	0	0	12
1	75	2665	140	60	16	12	0	0	0	0	4
1	75	2666	128	32	12	8	0	0	0	0	4
1	75	2751	472	192	60	24	0	12	16	0	8
1	75	3153	172	44	20	0	0	0	4	16	0
1	75	3171	720	132	80	4	48	4	0	20	4
1	75	3351	588	152	56	0	16	8	0	32	0
1	75	3451	52	12	8	0	0	0	0	8	0
1	75	3551	324	80	40	0	0	0	4	32	4
1	75	41	972	232	112	0	4	4	0	96	8
1	75	4151	1896	324	228	0	16	12	4	176	20
1	75	4251	1772	368	228	12	56	16	16	108	20
1	75	4351	916	244	96	16	16	8	8	32	16
1	75	4352	1456	292	180	8	44	8	8	96	16
1	75	51	2876	596	340	0	0	4	8	304	24
1	75	5151	172	40	20	0	4	4	4	8	0
1	75	6151	304	32	28	0	8	0	0	20	0
1	75	6271	1796	292	200	0	64	4	4	108	20
1	75	6452	840	128	84	0	8	0	8	68	0
1	75	6471	3584	596	408	16	68	4	8	260	52
1	75	71	2440	404	280	0	4	8	4	236	28
1	75	7151	1224	160	128	0	0	0	0	124	4
1	75	7152	1828	260	204	0	24	4	0	144	32
1	75	7251	744	120	76	0	12	4	0	52	8
1	75	7351	1856	284	204	0	24	16	4	156	4
1	75	7352	912	108	104	0	24	0	0	68	12
1	75	7451	2196	476	276	8	80	0	4	148	36
1	75	81	256	72	36	0	0	0	0	36	0
1	75	8151	1464	200	152	0	20	4	0	112	16
1	75	8152	1880	392	236	0	48	4	12	156	16
1	75	82	308	124	40	8	4	4	4	8	12
1	75	8251	612	196	72	4	4	0	0	44	20
1	75	8351	1680	448	212	8	60	24	8	84	28
1	75	8451	540	172	60	8	20	0	0	20	12
1	75	8462	148	32	16	0	12	4	0	0	0
1	75	8551	288	84	40	16	0	4	0	0	20
1	75	8562	36	20	4	4	0	0	0	0	0
1	75	8651	224	100	28	8	4	0	0	0	16
1	75	8652	144	72	12	4	0	0	0	0	8
1	75	8663	76	20	4	4	0	0	0	0	0
1	75	8664	80	32	12	8	0	4	0	0	0
1	75	8665	132	40	12	8	0	4	0	0	0
1	75	8666	196	72	20	16	0	0	0	0	4
1	75	8751	184	72	20	4	0	4	4	0	8
1	75	8762	120	16	12	4	0	8	0	0	0
1	75	8763	156	44	12	0	0	8	0	0	4
1	75	8764	184	56	16	12	0	0	0	0	4
1	75	91	212	48	28	0	0	16	0	8	4
1	75	9351	848	252	88	28	12	12	24	0	12
1	75	9352	388	188	40	24	0	0	8	0	8
1	75	9471	732	108	68	28	0	16	20	0	4
1	75	9551	76	20	8	0	0	8	0	0	0
1	75	9751	1084	352	144	16	24	20	16	40	28
1	80	11	2356	544	308	4	36	16	8	220	24
1	80	111	1048	208	124	0	16	0	4	92	12
1	80	11161	1224	296	136	4	40	4	0	72	16
1	80	11262	772	184	92	0	20	4	0	60	8
1	80	11263	760	216	100	0	28	4	0	64	4
1	80	1171	1036	232	128	4	16	0	4	100	4
1	80	121	1664	428	212	4	4	4	8	180	12
1	80	122	1568	416	200	0	8	4	12	152	24
1	80	1272	1356	360	168	4	24	12	12	100	16
1	80	141	876	204	104	0	0	4	4	88	8
1	80	151	2348	420	256	0	8	4	8	220	16
1	80	161	1436	336	160	0	0	0	0	140	20
1	80	171	880	208	104	0	0	8	8	80	8
1	80	21	428	96	56	0	12	0	0	40	4
1	80	22	292	88	40	0	8	0	12	4	16
1	80	2371	1524	520	188	40	36	16	12	80	4
1	80	2471	836	208	80	32	8	0	16	12	12
1	80	2571	1584	416	192	48	12	28	24	44	36
1	80	2651	92	20	12	0	0	8	4	0	0
1	80	2661	212	36	16	8	0	0	0	0	8
1	80	2662	80	16	4	4	0	0	0	0	0
1	80	2663	64	12	4	0	0	0	0	0	4
1	80	2664	148	36	12	0	0	8	0	0	4
1	80	2665	108	36	12	0	0	0	0	0	12
1	80	2666	112	56	12	8	0	0	4	0	0
1	80	2751	496	172	60	32	0	8	4	0	16
1	80	3153	196	44	20	0	0	4	4	12	0
1	80	3171	776	120	88	0	28	0	0	52	8
1	80	3351	620	124	56	8	8	0	4	36	0
1	80	3451	60	20	8	0	0	0	0	8	0
1	80	3551	404	124	52	0	4	4	4	24	16
1	80	41	976	232	112	0	0	4	0	104	4
1	80	4151	1872	336	220	4	24	4	8	164	16
1	80	4251	1728	452	236	12	44	20	12	120	28
1	80	4351	1036	324	124	4	36	20	8	36	20
1	80	4352	1468	312	200	0	64	4	4	100	28
1	80	51	2960	676	348	4	8	8	4	288	36
1	80	5151	180	56	20	0	0	0	0	20	0
1	80	6151	320	40	32	0	0	0	0	32	0
1	80	6271	1844	320	196	0	32	0	0	144	20
1	80	6452	816	140	80	0	4	0	0	72	4
1	80	6471	3724	804	428	12	108	16	4	256	32
1	80	71	2464	472	276	0	4	4	4	232	32
1	80	7151	1268	200	136	0	0	8	0	124	4
1	80	7152	1804	276	200	0	36	8	4	132	20
1	80	7251	752	104	72	0	12	0	0	60	0
1	80	7351	1868	332	208	0	20	12	0	156	20
1	80	7352	876	128	88	0	24	0	4	44	16
1	80	7451	2224	540	268	4	72	12	4	152	24
1	80	81	256	60	36	0	8	0	0	28	0
1	80	8151	1516	236	156	0	28	4	0	104	20
1	80	8152	1820	364	224	0	40	0	4	152	28
1	80	82	320	128	36	8	4	8	4	0	12
1	80	8251	628	192	80	4	12	0	0	52	12
1	80	8351	1812	472	228	24	40	4	12	120	28
1	80	8451	548	168	64	16	16	4	4	20	4
1	80	8462	156	48	16	0	0	4	0	8	4
1	80	8551	376	128	48	16	0	16	0	0	16
1	80	8562	16	8	0	0	0	0	0	0	0
1	80	8651	224	84	24	4	4	4	0	0	12
1	80	8652	172	112	20	4	0	8	0	0	8
1	80	8663	92	20	8	8	0	0	0	0	0
1	80	8664	84	36	12	4	0	8	0	0	0
1	80	8665	112	32	12	8	0	4	0	0	0
1	80	8666	144	64	16	4	0	4	4	0	4
1	80	8751	144	72	16	4	0	0	8	0	4
1	80	8762	164	56	12	8	0	0	0	0	4
1	80	8763	140	56	12	4	0	4	4	0	0
1	80	8764	184	80	16	8	0	0	0	0	8
1	80	91	156	48	20	0	0	0	0	8	12
1	80	9351	860	196	76	20	8	16	12	4	16
1	80	9352	324	140	32	28	0	0	4	0	0
1	80	9471	712	112	64	28	0	20	16	0	0
1	80	9551	88	36	8	8	0	0	0	0	0
1	80	9751	1140	412	152	20	32	24	16	60	0
1	85	11	2404	576	296	8	20	8	8	232	20
1	85	111	1048	224	128	0	12	4	4	108	0
1	85	11161	1360	364	164	0	40	4	4	104	12
1	85	11262	788	216	104	0	16	4	4	80	0
1	85	11263	756	220	100	0	24	0	0	76	0
1	85	1171	1072	240	132	0	12	0	0	92	28
1	85	121	1736	460	212	0	8	12	0	160	32
1	85	122	1620	472	196	0	8	0	8	172	8
1	85	1272	1424	356	176	4	32	8	20	104	8
1	85	141	896	192	104	0	4	0	0	88	12
1	85	151	2416	512	276	4	8	0	8	228	28
1	85	161	1476	336	164	0	0	8	0	136	20
1	85	171	884	212	100	0	0	4	0	68	28
1	85	21	432	116	64	0	8	8	4	40	4
1	85	22	252	100	36	0	16	4	0	16	0
1	85	2371	1564	568	200	16	40	16	8	116	4
1	85	2471	892	228	84	48	4	4	12	8	8
1	85	2571	1804	540	236	60	12	52	24	44	44
1	85	2651	92	44	8	0	0	0	4	0	4
1	85	2661	176	40	12	8	0	4	0	0	0
1	85	2662	112	40	8	4	0	0	0	0	4
1	85	2663	36	4	4	0	0	0	0	0	0
1	85	2664	188	44	16	4	0	8	0	0	4
1	85	2665	124	36	12	8	0	0	0	0	4
1	85	2666	80	36	8	8	0	0	0	0	0
1	85	2751	448	168	60	28	4	12	8	0	8
1	85	3153	200	52	24	4	0	0	4	16	0
1	85	3171	744	144	80	0	36	0	4	40	0
1	85	3351	652	136	64	0	8	8	0	40	8
1	85	3451	56	16	4	0	4	0	0	0	0
1	85	3551	340	116	44	8	4	0	0	32	0
1	85	41	1028	244	120	0	4	4	0	96	16
1	85	4151	1876	360	216	0	56	4	4	140	12
1	85	4251	1864	496	240	0	56	20	4	144	16
1	85	4351	972	300	112	12	24	16	8	32	20
1	85	4352	1520	324	196	8	44	4	0	124	16
1	85	51	3084	756	364	0	4	20	4	316	20
1	85	5151	164	36	16	0	0	0	0	16	0
1	85	6151	316	36	28	0	0	0	0	28	0
1	85	6271	1844	324	188	0	20	4	4	152	8
1	85	6452	816	140	84	0	4	0	0	80	0
1	85	6471	3716	804	400	12	76	32	12	252	16
1	85	71	2456	528	272	0	0	20	0	240	12
1	85	7151	1224	228	128	0	4	0	0	120	4
1	85	7152	1848	416	204	8	20	12	0	136	28
1	85	7251	760	104	72	0	0	0	0	64	8
1	85	7351	1864	332	200	0	4	4	4	184	4
1	85	7352	900	196	100	12	24	4	0	40	20
1	85	7451	2328	560	276	4	84	4	0	144	40
1	85	81	256	64	36	0	8	0	4	20	4
1	85	8151	1468	204	148	0	36	0	0	104	8
1	85	8152	1988	412	248	4	60	4	0	140	40
1	85	82	332	92	36	8	8	0	0	12	8
1	85	8251	676	180	84	4	12	12	4	48	4
1	85	8351	1904	516	248	20	60	20	8	116	24
1	85	8451	512	160	60	4	12	8	4	16	16
1	85	8462	168	52	16	0	4	4	0	4	4
1	85	8551	356	108	40	16	0	8	0	0	16
1	85	8562	36	16	4	0	0	0	0	0	4
1	85	8651	216	52	24	4	0	0	0	4	16
1	85	8652	148	40	8	8	0	0	0	0	0
1	85	8663	100	28	12	12	0	0	0	0	0
1	85	8664	128	60	16	12	0	4	0	0	0
1	85	8665	88	40	12	8	0	0	4	0	0
1	85	8666	156	60	16	8	0	0	0	0	8
1	85	8751	208	80	24	8	0	8	4	0	4
1	85	8762	204	96	20	4	0	4	4	0	8
1	85	8763	132	56	12	4	0	4	0	0	4
1	85	8764	148	52	12	8	0	0	0	0	4
1	85	91	204	88	32	4	4	8	0	16	0
1	85	9351	892	248	84	20	20	28	8	0	8
1	85	9352	424	156	36	32	0	0	4	0	0
1	85	9471	724	148	64	28	0	16	8	0	12
1	85	9551	64	12	4	4	0	0	0	0	0
1	85	9751	1208	388	160	8	20	32	8	72	20
1	90	11	2404	596	284	0	36	4	0	216	28
1	90	111	1172	280	144	4	16	8	4	108	4
1	90	11161	1364	388	160	0	32	12	4	88	24
1	90	11262	836	208	112	0	12	4	4	88	4
1	90	11263	816	232	104	0	16	0	4	80	4
1	90	1171	1120	300	136	0	12	4	0	108	12
1	90	121	1772	484	208	0	8	8	0	176	16
1	90	122	1696	520	200	0	12	12	12	152	12
1	90	1272	1456	440	188	0	28	8	4	132	16
1	90	141	916	212	100	0	0	4	0	92	4
1	90	151	2412	512	268	0	20	4	0	232	12
1	90	161	1436	324	152	0	0	4	0	144	4
1	90	171	892	208	100	0	0	8	0	76	16
1	90	21	464	92	64	0	16	0	0	40	8
1	90	22	296	116	48	0	12	0	4	24	8
1	90	2371	1784	568	224	16	24	28	12	136	8
1	90	2471	848	240	80	20	8	8	16	12	16
1	90	2571	1772	616	236	64	16	44	24	56	32
1	90	2651	88	40	8	8	0	0	0	0	0
1	90	2661	168	48	16	12	0	0	0	0	4
1	90	2662	116	16	8	4	0	0	4	0	0
1	90	2663	80	12	8	4	0	4	0	0	0
1	90	2664	212	64	20	12	0	4	0	0	4
1	90	2665	108	28	12	8	0	4	0	0	0
1	90	2666	96	24	8	4	0	4	0	0	0
1	90	2751	496	176	52	12	0	8	28	0	4
1	90	3153	184	48	20	4	4	0	0	12	0
1	90	3171	796	204	80	4	40	0	4	32	0
1	90	3351	640	160	80	0	0	8	0	64	8
1	90	3451	56	16	4	0	0	0	0	4	0
1	90	3551	372	136	44	0	4	8	0	32	0
1	90	41	1008	236	116	0	4	8	0	92	12
1	90	4151	1864	368	196	0	40	0	0	140	16
1	90	4251	1908	468	220	8	60	0	0	144	8
1	90	4351	1096	336	124	8	44	16	4	36	16
1	90	4352	1496	328	192	4	44	8	0	104	32
1	90	51	3080	808	356	0	4	8	0	320	24
1	90	5151	164	48	16	0	0	0	0	16	0
1	90	6151	320	60	28	0	0	0	0	24	4
1	90	6271	1844	368	192	0	48	8	0	132	4
1	90	6452	824	160	80	0	4	0	0	72	4
1	90	6471	3736	868	416	4	124	4	12	248	24
1	90	71	2452	592	272	0	4	4	0	252	12
1	90	7151	1260	272	136	0	8	0	0	112	16
1	90	7152	1824	384	196	0	28	4	0	144	20
1	90	7251	752	108	72	0	4	0	0	68	0
1	90	7351	1892	380	200	0	16	0	4	168	12
1	90	7352	976	200	104	4	20	4	4	64	8
1	90	7451	2268	620	280	12	60	4	8	160	36
1	90	81	284	68	32	4	0	0	0	28	0
1	90	8151	1524	224	148	0	20	0	0	120	8
1	90	8152	2012	460	240	0	44	12	0	156	28
1	90	82	300	96	36	4	4	16	0	4	8
1	90	8251	724	172	88	0	12	8	0	52	16
1	90	8351	1924	496	240	4	36	8	8	140	44
1	90	8451	552	192	64	16	16	8	4	12	8
1	90	8462	172	56	20	4	8	0	0	4	4
1	90	8551	300	100	28	8	0	4	4	0	12
1	90	8562	20	8	0	0	0	0	0	0	0
1	90	8651	224	68	24	4	0	8	0	4	8
1	90	8652	200	72	20	4	0	8	4	0	4
1	90	8663	116	44	12	8	0	0	0	0	4
1	90	8664	124	36	12	4	0	8	0	0	0
1	90	8665	124	32	12	4	0	0	0	0	8
1	90	8666	148	52	12	8	0	0	0	0	4
1	90	8751	200	56	16	4	0	12	0	0	0
1	90	8762	116	48	8	8	0	0	0	0	0
1	90	8763	164	68	12	12	0	0	0	0	0
1	90	8764	228	48	12	4	0	0	0	0	8
1	90	91	204	84	28	8	0	12	0	0	8
1	90	9351	932	208	88	24	16	20	20	0	8
1	90	9352	452	156	40	12	0	0	24	0	4
1	90	9471	752	176	76	24	0	20	12	0	20
1	90	9551	56	16	8	4	0	0	0	0	4
1	90	9751	1216	468	164	8	32	16	0	76	32
